n,x,y,z,tier,method,status
336649,,,,T5,Failed (rational residue or no matching identity),failure
337633,,,,T5,Failed (rational residue or no matching identity),failure
338449,,,,T5,Failed (rational residue or no matching identity),failure
338857,,,,T5,Failed (rational residue or no matching identity),failure
339121,,,,T5,Failed (rational residue or no matching identity),failure
339649,,,,T5,Failed (rational residue or no matching identity),failure
340201,,,,T5,Failed (rational residue or no matching identity),failure
340321,,,,T5,Failed (rational residue or no matching identity),failure
343033,,,,T5,Failed (rational residue or no matching identity),failure
343081,,,,T5,Failed (rational residue or no matching identity),failure
343177,,,,T5,Failed (rational residue or no matching identity),failure
343561,,,,T5,Failed (rational residue or no matching identity),failure
344569,,,,T5,Failed (rational residue or no matching identity),failure
345601,,,,T5,Failed (rational residue or no matching identity),failure
346369,,,,T5,Failed (rational residue or no matching identity),failure
346609,,,,T5,Failed (rational residue or no matching identity),failure
347929,,,,T5,Failed (rational residue or no matching identity),failure
348241,,,,T5,Failed (rational residue or no matching identity),failure
350809,,,,T5,Failed (rational residue or no matching identity),failure
350881,,,,T5,Failed (rational residue or no matching identity),failure
351121,,,,T5,Failed (rational residue or no matching identity),failure
351289,,,,T5,Failed (rational residue or no matching identity),failure
351409,,,,T5,Failed (rational residue or no matching identity),failure
351529,,,,T5,Failed (rational residue or no matching identity),failure
351649,,,,T5,Failed (rational residue or no matching identity),failure
351737,,,,T5,Failed (rational residue or no matching identity),failure
352273,,,,T5,Failed (rational residue or no matching identity),failure
352921,,,,T5,Failed (rational residue or no matching identity),failure
354001,,,,T5,Failed (rational residue or no matching identity),failure
355513,,,,T5,Failed (rational residue or no matching identity),failure
355561,,,,T5,Failed (rational residue or no matching identity),failure
355609,,,,T5,Failed (rational residue or no matching identity),failure
355777,,,,T5,Failed (rational residue or no matching identity),failure
356329,,,,T5,Failed (rational residue or no matching identity),failure
358801,,,,T5,Failed (rational residue or no matching identity),failure
359521,,,,T5,Failed (rational residue or no matching identity),failure
360721,,,,T5,Failed (rational residue or no matching identity),failure
360889,,,,T5,Failed (rational residue or no matching identity),failure
361201,,,,T5,Failed (rational residue or no matching identity),failure
361609,,,,T5,Failed (rational residue or no matching identity),failure
362569,,,,T5,Failed (rational residue or no matching identity),failure
364009,,,,T5,Failed (rational residue or no matching identity),failure
364729,,,,T5,Failed (rational residue or no matching identity),failure
364801,,,,T5,Failed (rational residue or no matching identity),failure
365089,,,,T5,Failed (rational residue or no matching identity),failure
365881,,,,T5,Failed (rational residue or no matching identity),failure
365929,,,,T5,Failed (rational residue or no matching identity),failure
367201,,,,T5,Failed (rational residue or no matching identity),failure
367321,,,,T5,Failed (rational residue or no matching identity),failure
368449,,,,T5,Failed (rational residue or no matching identity),failure
369049,,,,T5,Failed (rational residue or no matching identity),failure
369769,,,,T5,Failed (rational residue or no matching identity),failure
369793,,,,T5,Failed (rational residue or no matching identity),failure
370609,,,,T5,Failed (rational residue or no matching identity),failure
371233,,,,T5,Failed (rational residue or no matching identity),failure
372121,,,,T5,Failed (rational residue or no matching identity),failure
372329,,,,T5,Failed (rational residue or no matching identity),failure
372481,,,,T5,Failed (rational residue or no matching identity),failure
372529,,,,T5,Failed (rational residue or no matching identity),failure
374761,,,,T5,Failed (rational residue or no matching identity),failure
375769,,,,T5,Failed (rational residue or no matching identity),failure
375841,,,,T5,Failed (rational residue or no matching identity),failure
376081,,,,T5,Failed (rational residue or no matching identity),failure
376489,,,,T5,Failed (rational residue or no matching identity),failure
377953,,,,T5,Failed (rational residue or no matching identity),failure
378241,,,,T5,Failed (rational residue or no matching identity),failure
379009,,,,T5,Failed (rational residue or no matching identity),failure
379849,,,,T5,Failed (rational residue or no matching identity),failure
380689,,,,T5,Failed (rational residue or no matching identity),failure
380977,,,,T5,Failed (rational residue or no matching identity),failure
382561,,,,T5,Failed (rational residue or no matching identity),failure
383161,,,,T5,Failed (rational residue or no matching identity),failure
385009,,,,T5,Failed (rational residue or no matching identity),failure
385129,,,,T5,Failed (rational residue or no matching identity),failure
385321,,,,T5,Failed (rational residue or no matching identity),failure
386017,,,,T5,Failed (rational residue or no matching identity),failure
386521,,,,T5,Failed (rational residue or no matching identity),failure
386689,,,,T5,Failed (rational residue or no matching identity),failure
389041,,,,T5,Failed (rational residue or no matching identity),failure
389281,,,,T5,Failed (rational residue or no matching identity),failure
390289,,,,T5,Failed (rational residue or no matching identity),failure
390961,,,,T5,Failed (rational residue or no matching identity),failure
391081,,,,T5,Failed (rational residue or no matching identity),failure
391393,,,,T5,Failed (rational residue or no matching identity),failure
391441,,,,T5,Failed (rational residue or no matching identity),failure
392569,,,,T5,Failed (rational residue or no matching identity),failure
393073,,,,T5,Failed (rational residue or no matching identity),failure
393097,,,,T5,Failed (rational residue or no matching identity),failure
393577,,,,T5,Failed (rational residue or no matching identity),failure
393721,,,,T5,Failed (rational residue or no matching identity),failure
395929,,,,T5,Failed (rational residue or no matching identity),failure
397489,,,,T5,Failed (rational residue or no matching identity),failure
397849,,,,T5,Failed (rational residue or no matching identity),failure
398161,,,,T5,Failed (rational residue or no matching identity),failure
398329,,,,T5,Failed (rational residue or no matching identity),failure
398641,,,,T5,Failed (rational residue or no matching identity),failure
400441,,,,T5,Failed (rational residue or no matching identity),failure
400681,,,,T5,Failed (rational residue or no matching identity),failure
401449,,,,T5,Failed (rational residue or no matching identity),failure
402049,,,,T5,Failed (rational residue or no matching identity),failure
403561,,,,T5,Failed (rational residue or no matching identity),failure
404401,,,,T5,Failed (rational residue or no matching identity),failure
404449,,,,T5,Failed (rational residue or no matching identity),failure
405001,,,,T5,Failed (rational residue or no matching identity),failure
405529,,,,T5,Failed (rational residue or no matching identity),failure
405649,,,,T5,Failed (rational residue or no matching identity),failure
405761,,,,T5,Failed (rational residue or no matching identity),failure
406729,,,,T5,Failed (rational residue or no matching identity),failure
406921,,,,T5,Failed (rational residue or no matching identity),failure
408169,,,,T5,Failed (rational residue or no matching identity),failure
408241,,,,T5,Failed (rational residue or no matching identity),failure
408361,,,,T5,Failed (rational residue or no matching identity),failure
409529,,,,T5,Failed (rational residue or no matching identity),failure
410569,,,,T5,Failed (rational residue or no matching identity),failure
410881,,,,T5,Failed (rational residue or no matching identity),failure
411841,,,,T5,Failed (rational residue or no matching identity),failure
411889,,,,T5,Failed (rational residue or no matching identity),failure
412201,,,,T5,Failed (rational residue or no matching identity),failure
412609,,,,T5,Failed (rational residue or no matching identity),failure
413449,,,,T5,Failed (rational residue or no matching identity),failure
414241,,,,T5,Failed (rational residue or no matching identity),failure
